marca,item_fuente,item_canonico,sku_master,familia_producto,subfamilia,tamano,unidad_base,precio_regular,categoria_fuente,url_fuente,precio_base_fuente,sku_comparable,ID_PRODUCTO,SKU,nombre_producto,descripcion,tamaño,categoria,fecha_inicio,fecha_fin,fuente_precio
PizzaHut,"Pizza Hawaiana Jamón, Piña y Mozzarella. ¡Una Dulce y salada combinación! S/ 27.90",Hawaiana Clasica Personal,PIZZAHUT_HAWAIANA_CLASICA_PERSONAL,Pizza,Clasica,Personal,unidad,14.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-hawaiana,27.9,CMP_HAWAIANA_CLASICA_PERSONAL,,,,,,,,,
PizzaHut,"Pizza Hawaiana Jamón, Piña y Mozzarella. ¡Una Dulce y salada combinación! S/ 27.90",Hawaiana Clasica Mediana,PIZZAHUT_HAWAIANA_CLASICA_MEDIANA,Pizza,Clasica,Mediana,unidad,27.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-hawaiana,27.9,CMP_HAWAIANA_CLASICA_MEDIANA,,,,,,,,,
PizzaHut,"Pizza Hawaiana Jamón, Piña y Mozzarella. ¡Una Dulce y salada combinación! S/ 27.90",Hawaiana Clasica Grande,PIZZAHUT_HAWAIANA_CLASICA_GRANDE,Pizza,Clasica,Grande,unidad,34.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-hawaiana,27.9,CMP_HAWAIANA_CLASICA_GRANDE,,,,,,,,,
PizzaHut,"Pizza Hawaiana Jamón, Piña y Mozzarella. ¡Una Dulce y salada combinación! S/ 27.90",Hawaiana Clasica Familiar,PIZZAHUT_HAWAIANA_CLASICA_FAMILIAR,Pizza,Clasica,Familiar,unidad,37.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-hawaiana,27.9,CMP_HAWAIANA_CLASICA_FAMILIAR,,,,,,,,,
PizzaHut,"Pizza Meat Lovers Pepperoni Americano, Res, Cerdo, Jamón y Mozzarella. S/ 32.90",Meat Lovers Especial Mediana,PIZZAHUT_MEAT_LOVERS_ESPECIAL_MEDIANA,Pizza,Especial,Mediana,unidad,32.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-meat-lovers,32.9,CMP_MEAT_LOVERS_ESPECIAL_MEDIANA,,,,,,,,,
PizzaHut,"Pizza Meat Lovers Pepperoni Americano, Res, Cerdo, Jamón y Mozzarella. S/ 32.90",Meat Lovers Especial Grande,PIZZAHUT_MEAT_LOVERS_ESPECIAL_GRANDE,Pizza,Especial,Grande,unidad,41.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-meat-lovers,32.9,CMP_MEAT_LOVERS_ESPECIAL_GRANDE,,,,,,,,,
PizzaHut,"Pizza Meat Lovers Pepperoni Americano, Res, Cerdo, Jamón y Mozzarella. S/ 32.90",Meat Lovers Especial Familiar,PIZZAHUT_MEAT_LOVERS_ESPECIAL_FAMILIAR,Pizza,Especial,Familiar,unidad,51.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-meat-lovers,32.9,CMP_MEAT_LOVERS_ESPECIAL_FAMILIAR,,,,,,,,,
PizzaHut,Pizza Mozzarella Queso Mozzarella Gratinado. ¡Ideal para los amantes del queso! S/ 22.90,Mozzarella Clasica Personal,PIZZAHUT_MOZZARELLA_CLASICA_PERSONAL,Pizza,Clasica,Personal,unidad,9.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-mozzarella,22.9,CMP_MOZZARELLA_CLASICA_PERSONAL,,,,,,,,,
PizzaHut,Pizza Mozzarella Queso Mozzarella Gratinado. ¡Ideal para los amantes del queso! S/ 22.90,Mozzarella Clasica Mediana,PIZZAHUT_MOZZARELLA_CLASICA_MEDIANA,Pizza,Clasica,Mediana,unidad,22.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-mozzarella,22.9,CMP_MOZZARELLA_CLASICA_MEDIANA,,,,,,,,,
PizzaHut,Pizza Mozzarella Queso Mozzarella Gratinado. ¡Ideal para los amantes del queso! S/ 22.90,Mozzarella Clasica Grande,PIZZAHUT_MOZZARELLA_CLASICA_GRANDE,Pizza,Clasica,Grande,unidad,29.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-mozzarella,22.9,CMP_MOZZARELLA_CLASICA_GRANDE,,,,,,,,,
PizzaHut,Pizza Mozzarella Queso Mozzarella Gratinado. ¡Ideal para los amantes del queso! S/ 22.90,Mozzarella Clasica Familiar,PIZZAHUT_MOZZARELLA_CLASICA_FAMILIAR,Pizza,Clasica,Familiar,unidad,32.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-mozzarella,22.9,CMP_MOZZARELLA_CLASICA_FAMILIAR,,,,,,,,,
PizzaHut,Pizza Pepperoni Pepperoni Americano con Queso Mozzarella. ¡Un sabor imcomparable! S/ 22.90,Pepperoni Clasica Personal,PIZZAHUT_PEPPERONI_CLASICA_PERSONAL,Pizza,Clasica,Personal,unidad,9.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-pepperoni,22.9,CMP_PEPPERONI_CLASICA_PERSONAL,,,,,,,,,
PizzaHut,Pizza Pepperoni Pepperoni Americano con Queso Mozzarella. ¡Un sabor imcomparable! S/ 22.90,Pepperoni Clasica Mediana,PIZZAHUT_PEPPERONI_CLASICA_MEDIANA,Pizza,Clasica,Mediana,unidad,22.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-pepperoni,22.9,CMP_PEPPERONI_CLASICA_MEDIANA,,,,,,,,,
PizzaHut,Pizza Pepperoni Pepperoni Americano con Queso Mozzarella. ¡Un sabor imcomparable! S/ 22.90,Pepperoni Clasica Grande,PIZZAHUT_PEPPERONI_CLASICA_GRANDE,Pizza,Clasica,Grande,unidad,29.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-pepperoni,22.9,CMP_PEPPERONI_CLASICA_GRANDE,,,,,,,,,
PizzaHut,Pizza Pepperoni Pepperoni Americano con Queso Mozzarella. ¡Un sabor imcomparable! S/ 22.90,Pepperoni Clasica Familiar,PIZZAHUT_PEPPERONI_CLASICA_FAMILIAR,Pizza,Clasica,Familiar,unidad,32.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-pepperoni,22.9,CMP_PEPPERONI_CLASICA_FAMILIAR,,,,,,,,,
PizzaHut,"Pizza Super Suprema Pepperoni Americano, Carne de Res, Carne de Cerdo, Jamón, Salchicha Italiana, Champiñones, Pimientos Verdes, Cebolla Roja, Aceitunas Verdes y Queso Mozzarella S/ 32.90",Super Suprema Especial Mediana,PIZZAHUT_SUPER_SUPREMA_ESPECIAL_MEDIANA,Pizza,Especial,Mediana,unidad,32.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-super-suprema,32.9,CMP_SUPER_SUPREMA_ESPECIAL_MEDIANA,,,,,,,,,
PizzaHut,"Pizza Super Suprema Pepperoni Americano, Carne de Res, Carne de Cerdo, Jamón, Salchicha Italiana, Champiñones, Pimientos Verdes, Cebolla Roja, Aceitunas Verdes y Queso Mozzarella S/ 32.90",Super Suprema Especial Grande,PIZZAHUT_SUPER_SUPREMA_ESPECIAL_GRANDE,Pizza,Especial,Grande,unidad,41.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-super-suprema,32.9,CMP_SUPER_SUPREMA_ESPECIAL_GRANDE,,,,,,,,,
PizzaHut,"Pizza Super Suprema Pepperoni Americano, Carne de Res, Carne de Cerdo, Jamón, Salchicha Italiana, Champiñones, Pimientos Verdes, Cebolla Roja, Aceitunas Verdes y Queso Mozzarella S/ 32.90",Super Suprema Especial Familiar,PIZZAHUT_SUPER_SUPREMA_ESPECIAL_FAMILIAR,Pizza,Especial,Familiar,unidad,51.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-super-suprema,32.9,CMP_SUPER_SUPREMA_ESPECIAL_FAMILIAR,,,,,,,,,
PizzaHut,"Pizza Suprema Pepperoni, Res, Cerdo, Champiñones, Pimientos y Mozzarella. S/ 27.90",Suprema Especial Mediana,PIZZAHUT_SUPREMA_ESPECIAL_MEDIANA,Pizza,Especial,Mediana,unidad,27.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-suprema,27.9,CMP_SUPREMA_ESPECIAL_MEDIANA,,,,,,,,,
PizzaHut,"Pizza Suprema Pepperoni, Res, Cerdo, Champiñones, Pimientos y Mozzarella. S/ 27.90",Suprema Especial Grande,PIZZAHUT_SUPREMA_ESPECIAL_GRANDE,Pizza,Especial,Grande,unidad,36.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-suprema,27.9,CMP_SUPREMA_ESPECIAL_GRANDE,,,,,,,,,
PizzaHut,"Pizza Suprema Pepperoni, Res, Cerdo, Champiñones, Pimientos y Mozzarella. S/ 27.90",Suprema Especial Familiar,PIZZAHUT_SUPREMA_ESPECIAL_FAMILIAR,Pizza,Especial,Familiar,unidad,46.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-suprema,27.9,CMP_SUPREMA_ESPECIAL_FAMILIAR,,,,,,,,,
PizzaHut,"Pizza Vegetariana Champiñones, Aceitunas Verdes, Pimientos Verdes, Cebolla Roja y Mozzarella. S/ 27.90",Vegetariana Especial Mediana,PIZZAHUT_VEGETARIANA_ESPECIAL_MEDIANA,Pizza,Especial,Mediana,unidad,27.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-vegetariana,27.9,CMP_VEGETARIANA_ESPECIAL_MEDIANA,,,,,,,,,
PizzaHut,"Pizza Vegetariana Champiñones, Aceitunas Verdes, Pimientos Verdes, Cebolla Roja y Mozzarella. S/ 27.90",Vegetariana Especial Grande,PIZZAHUT_VEGETARIANA_ESPECIAL_GRANDE,Pizza,Especial,Grande,unidad,36.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-vegetariana,27.9,CMP_VEGETARIANA_ESPECIAL_GRANDE,,,,,,,,,
PizzaHut,"Pizza Vegetariana Champiñones, Aceitunas Verdes, Pimientos Verdes, Cebolla Roja y Mozzarella. S/ 27.90",Vegetariana Especial Familiar,PIZZAHUT_VEGETARIANA_ESPECIAL_FAMILIAR,Pizza,Especial,Familiar,unidad,46.9,Pizzas,https://www.pizzahut.com.pe/pizzas/pizza-vegetariana,27.9,CMP_VEGETARIANA_ESPECIAL_FAMILIAR,,,,,,,,,
PizzaHut,Palitos a la Siciliana Pack de palitos a la siciliana acompañados con salsa mediterránea. S/ 9.90,PALITOS_A_LA_SICILIANA_PACK_DE_PALITOS_A_LA_SICILIANA_ACOMPANADOS_CON_SALSA_MEDITERRANEA_S_9_90,PIZZAHUT_PALITOS_A_LA_SICILIANA,Antojito,,6_UN,unidad,1.65,Antojitos,https://www.pizzahut.com.pe/antojitos/palitos-a-la-siciliana,9.9,CMP_PALITOS_A_LA_SICILIANA,,,,,,,,,
PizzaHut,Pan al Ajo (4 un) ¡Súper crocantes! 4 Panes al Ajo con el toque perfecto de orégano S/ 10.90,PAN_AL_AJO_4_UN_SUPER_CROCANTES_4_PANES_AL_AJO_CON_EL_TOQUE_PERFECTO_DE_OREGANO_S_10_90,PIZZAHUT_PAN_AL_AJO_4_UN,Antojito,,4_UN,unidad,2.73,Antojitos,https://www.pizzahut.com.pe/antojitos/pan-al-ajo-4-un,10.9,CMP_PAN_AL_AJO_4_UN,,,,,,,,,
PizzaHut,Pan al Ajo Especial (4 un) ¡Agrégale queso! 4 Panes al Ajo con delicoso queso y orégano S/ 13.90,PAN_AL_AJO_ESPECIAL_4_UN_AGREGALE_QUESO_4_PANES_AL_AJO_CON_DELICOSO_QUESO_Y_OREGANO_S_13_90,PIZZAHUT_PAN_AL_AJO_ESPECIAL_4_UN,Antojito,,4_UN,unidad,3.48,Antojitos,https://www.pizzahut.com.pe/antojitos/pan-al-ajo-especial-4-un,13.9,CMP_PAN_AL_AJO_ESPECIAL_4_UN,,,,,,,,,
PizzaHut,Rolls de Jamón & Queso 6 Rolls rellenos de Jamón y Queso. S/ 13.90,ROLLS_DE_JAMON_QUESO_6_ROLLS_RELLENOS_DE_JAMON_Y_QUESO_S_13_90,PIZZAHUT_ROLLS_DE_JAMON_QUESO,Antojito,,6_UN,unidad,2.32,Antojitos,https://www.pizzahut.com.pe/antojitos/rolls-de-jamon-queso,13.9,CMP_ROLLS_DE_JAMON_QUESO,,,,,,,,,
PizzaHut,Alitas Pack de alitas bañadas en BBQ o Hut. S/ 15.90,ALITAS_PACK_DE_ALITAS_BANADAS_EN_BBQ_O_HUT_S_15_90,PIZZAHUT_ALITAS,Antojito,,6_UN,unidad,2.65,Antojitos,https://www.pizzahut.com.pe/antojitos/alitas,15.9,CMP_ALITAS,,,,,,,,,
PizzaHut,Hut Bread (8 un) Pack de 8 palitos rellenos de queso. Disponible en 3 sabores. S/ 13.90,HUT_BREAD_8_UN_PACK_DE_8_PALITOS_RELLENOS_DE_QUESO_DISPONIBLE_EN_3_SABORES_S_13_90,PIZZAHUT_HUT_BREAD_8_UN,Antojito,,8_UN,unidad,1.74,Antojitos,https://www.pizzahut.com.pe/antojitos/hut-bread-8-un,13.9,CMP_HUT_BREAD_8_UN,,,,,,,,,
PizzaHut,Rolls de Manjar Pack de 6 rolls rellenos de manjar blanco. S/ 9.90,ROLLS_DE_MANJAR_PACK_DE_6_ROLLS_RELLENOS_DE_MANJAR_BLANCO_S_9_90,PIZZAHUT_ROLLS_DE_MANJAR,Antojito,,6_UN,unidad,1.65,Antojitos,https://www.pizzahut.com.pe/antojitos/rolls-de-manjar,9.9,CMP_ROLLS_DE_MANJAR,,,,,,,,,
PizzaHut,Hut Churros ¡Postre del día! 4 Hut Churros rellenos de dulce de leche y decorados con azúcar impalpable y canela S/ 5.90,HUT_CHURROS_POSTRE_DEL_DIA_4_HUT_CHURROS_RELLENOS_DE_DULCE_DE_LECHE_Y_DECORADOS_CON_AZUCAR_IMPALPABLE_Y_CANELA_S_5_90,PIZZAHUT_HUT_CHURROS,Antojito,,4_UN,unidad,1.48,Antojitos,https://www.pizzahut.com.pe/antojitos/hut-churros,5.9,CMP_HUT_CHURROS,,,,,,,,,
PizzaHut,Salsa Chili Thai 1 Salsa dulce y picante (Presentación 1 oz). S/ 1.50,SALSA_CHILI_THAI_1_SALSA_DULCE_Y_PICANTE_PRESENTACION_1_OZ_S_1_50,PIZZAHUT_SALSA_CHILI_THAI,Antojito,,,unidad,1.5,Antojitos,https://www.pizzahut.com.pe/antojitos/salsa-chili-thai,1.5,CMP_SALSA_CHILI_THAI,,,,,,,,,
PizzaHut,Salsa Honey BBQ 1 Salsa BBQ con toque de miel (Presentación 1 oz). S/ 1.50,SALSA_HONEY_BBQ_1_SALSA_BBQ_CON_TOQUE_DE_MIEL_PRESENTACION_1_OZ_S_1_50,PIZZAHUT_SALSA_HONEY_BBQ,Antojito,,,unidad,1.5,Antojitos,https://www.pizzahut.com.pe/antojitos/salsa-honey-bbq,1.5,CMP_SALSA_HONEY_BBQ,,,,,,,,,
PizzaHut,Salsa MayoHut 1 Salsa a base de mostaza y mayonesa (Presentación 1 oz). S/ 1.50,SALSA_MAYOHUT_1_SALSA_A_BASE_DE_MOSTAZA_Y_MAYONESA_PRESENTACION_1_OZ_S_1_50,PIZZAHUT_SALSA_MAYOHUT,Antojito,,,unidad,1.5,Antojitos,https://www.pizzahut.com.pe/antojitos/salsa-mayohut,1.5,CMP_SALSA_MAYOHUT,,,,,,,,,
PizzaHut,Salsa Mediterranea 1 Salsa de tomate con hierbas y toque picante (Presentación 1 oz). S/ 1.50,SALSA_MEDITERRANEA_1_SALSA_DE_TOMATE_CON_HIERBAS_Y_TOQUE_PICANTE_PRESENTACION_1_OZ_S_1_50,PIZZAHUT_SALSA_MEDITERRANEA,Antojito,,,unidad,1.5,Antojitos,https://www.pizzahut.com.pe/antojitos/salsa-mediterranea,1.5,CMP_SALSA_MEDITERRANEA,,,,,,,,,
PizzaHut,Agua San Luis S/Gas Personal 1 Agua San Luis Personal Sin Gas 650 ml S/ 4.90,Agua San Luis S/Gas Personal 1 Agua San Luis Personal Sin Gas 650 ml S/ 4.90,PIZZAHUT_AGUA_SAN_LUIS_PERSONAL,Bebida,,Personal,botella,4.9,Bebidas,https://www.pizzahut.com.pe/bebidas/agua-san-luis-s-gas-personal,4.9,CMP_AGUA_SAN_LUIS_PERSONAL,,,,,,,,,
PizzaHut,Coca Cola Sin Azúcar 1 Coca-Cola Mediana Sin Azúcar 1L. S/ 8.90,Coca Cola Sin Azúcar 1 Coca-Cola Mediana Sin Azúcar 1L. S/ 8.90,PIZZAHUT_COCA_COLA_SIN_AZUCAR_1L,Bebida,,1L,botella,8.9,Bebidas,https://www.pizzahut.com.pe/bebidas/coca-cola-sin-azucar,8.9,CMP_COCA_COLA_SIN_AZUCAR_1L,,,,,,,,,
PizzaHut,Sprite personal 1 Sprite Personal 500ml S/ 4.90,Sprite personal 1 Sprite Personal 500ml S/ 4.90,PIZZAHUT_SPRITE_PERSONAL,Bebida,,Personal,botella,4.9,Bebidas,https://www.pizzahut.com.pe/bebidas/sprite-personal,4.9,CMP_SPRITE_PERSONAL,,,,,,,,,
PizzaHut,Fanta personal 1 Fanta Personal 500ml S/ 4.90,Fanta personal 1 Fanta Personal 500ml S/ 4.90,PIZZAHUT_FANTA_PERSONAL,Bebida,,Personal,botella,4.9,Bebidas,https://www.pizzahut.com.pe/bebidas/fanta-personal,4.9,CMP_FANTA_PERSONAL,,,,,,,,,
PizzaHut,Inca Kola Sin Azúcar 1 Inca Kola Mediana Sin Azúcar 1L. S/ 8.90,Inca Kola Sin Azúcar 1 Inca Kola Mediana Sin Azúcar 1L. S/ 8.90,PIZZAHUT_INCA_KOLA_SIN_AZUCAR_1L,Bebida,,1L,botella,8.9,Bebidas,https://www.pizzahut.com.pe/bebidas/inca-kola-sin-azucar,8.9,CMP_INCA_KOLA_SIN_AZUCAR_1L,,,,,,,,,
Rokys,1/4 POLLO + PAPA + ENSALADA,1/4 POLLO + PAPA + ENSALADA,ROKYS_CUARTO_POLLO_PAPA_ENSALADA,Brasa,1/4 Pollo,,unidad,26.9,Brasas,https://rokys.com/menu?category=brasas,26.9,CMP_ROKYS_CUARTO_POLLO_PAPA_ENSALADA,,,,,,,,,
Rokys,1/2 POLLO + PAPA + ENSALADA,1/2 POLLO + PAPA + ENSALADA,ROKYS_MEDIA_POLLO_PAPA_ENSALADA,Brasa,1/2 Pollo,,unidad,48.9,Brasas,https://rokys.com/menu?category=brasas,48.9,CMP_ROKYS_MEDIA_POLLO_PAPA_ENSALADA,,,,,,,,,
Rokys,1 POLLO + PAPA + ENSALADA,1 POLLO + PAPA + ENSALADA,ROKYS_POLLO_PAPA_ENSALADA,Brasa,1 Pollo,,unidad,78.9,Brasas,https://rokys.com/menu?category=brasas,78.9,CMP_ROKYS_POLLO_PAPA_ENSALADA,,,,,,,,,
Rokys,INCA KOLA 3L,INCA KOLA 3L,ROKYS_INCA_KOLA_3L,Bebida,,3,botella,17.9,Bebidas,https://rokys.com/menu?category=bebidas,17.9,CMP_ROKYS_INCA_KOLA_3L,,,,,,,,,
Rokys,COCA COLA 3L,COCA COLA 3L,ROKYS_COCA_COLA_3L,Bebida,,3,botella,17.9,Bebidas,https://rokys.com/menu?category=bebidas,17.9,CMP_ROKYS_COCA_COLA_3L,,,,,,,,,
Rokys,MARACUYÁ 1L,MARACUYÁ 1L,ROKYS_MARACUYA_1L,Bebida,,1,botella,20.9,Bebidas,https://rokys.com/menu?category=bebidas,20.9,CMP_ROKYS_MARACUYA_1L,,,,,,,,,
Rokys,FRESA 1L,FRESA 1L,ROKYS_FRESA_1L,Bebida,,1,botella,15.9,Bebidas,https://rokys.com/menu?category=bebidas,15.9,CMP_ROKYS_FRESA_1L,,,,,,,,,
Rokys,PIÑA 1L,PIÑA 1L,ROKYS_PINA_1L,Bebida,,1,botella,15.9,Bebidas,https://rokys.com/menu?category=bebidas,15.9,CMP_ROKYS_PINA_1L,,,,,,,,,
Rokys,CHICHA MORADA 1L,CHICHA MORADA 1L,ROKYS_CHICHA_MORADA_1L,Bebida,,1,botella,18.9,Bebidas,https://rokys.com/menu?category=bebidas,18.9,CMP_ROKYS_CHICHA_MORADA_1L,,,,,,,,,
Rokys,LIMONADA 1L,LIMONADA 1L,ROKYS_LIMONADA_1L,Bebida,,1,botella,12.9,Bebidas,https://rokys.com/menu?category=bebidas,12.9,CMP_ROKYS_LIMONADA_1L,,,,,,,,,
Rokys,NARANJA 1L,NARANJA 1L,ROKYS_NARANJA_1L,Bebida,,1,botella,13.9,Bebidas,https://rokys.com/menu?category=bebidas,13.9,CMP_ROKYS_NARANJA_1L,,,,,,,,,
CHINAWOK,,,CHINAWOK_SOPA_WANTAN_DE_1_LT,,,,,16.9,,https://www.chinawok.com.pe/sopa-wantan-1-lt,16.9,CHINAWOK_SOPA_WANTAN_DE_1_LT,8371,CW2146470482,Sopa Wantan de 1 lt,1 Sopa wantan de 1TL,,clasicos,2026-05-01,,web_chinawok
CHINAWOK,,,CHINAWOK_SOPA_WOMIN,,,,,19.9,,https://www.chinawok.com.pe/sopa-womin,19.9,CHINAWOK_SOPA_WOMIN,6417,CW2146467691,Sopa Womin,1 Sopa Womin con salsa sillao,,clasicos,2026-05-01,,web_chinawok
CHINAWOK,,,CHINAWOK_COMBINADO_TAYPA,,,,,16.9,,https://www.chinawok.com.pe/combinado-taypa,16.9,CHINAWOK_COMBINADO_TAYPA,6408,CW2146469530,Combinado Taypa,Arroz Chaufa de Pollo acompañado de Tallarin Taypa.,,clasicos,2026-05-01,,web_chinawok
CHINAWOK,,,CHINAWOK_TALLARIN_TAYPA,,,,,16.9,,https://www.chinawok.com.pe/tallarin-taypa,16.9,CHINAWOK_TALLARIN_TAYPA,6405,CW2146469529,Tallarin Taypa,Tallarin Taypa individual.,,clasicos,2026-05-01,,web_chinawok
CHINAWOK,,,CHINAWOK_ARROZ_CHAUFA_DE_POLLO,,,,,15.9,,https://www.chinawok.com.pe/arroz-chaufa-de-pollo,15.9,CHINAWOK_ARROZ_CHAUFA_DE_POLLO,6399,CW2146469527,Arroz Chaufa de Pollo,Arroz Chaufa de Pollo individual.,,clasicos,2026-05-01,,web_chinawok
CHINAWOK,,,CHINAWOK_SABOR_AL_WOK_TIPAKAY,,,,,19.9,,https://www.chinawok.com.pe/sabor-al-wok-tipakay,19.9,CHINAWOK_SABOR_AL_WOK_TIPAKAY,6315,CW2146469535,Sabor al Wok Tipakay,Arroz Chaufa de Pollo acompañado de pollo con sabor Tipakay (dulce).,,sabor-al-wok,2026-05-01,,web_chinawok
CHINAWOK,,,CHINAWOK_SABOR_AL_WOK_TAYPA,,,,,19.9,,https://www.chinawok.com.pe/sabor-al-wok-taypa,19.9,CHINAWOK_SABOR_AL_WOK_TAYPA,6312,CW2146469534,Sabor al Wok Taypa,Arroz Chaufa de Pollo acompañado de pollo con verduras en salsa criolla.,,sabor-al-wok,2026-05-01,,web_chinawok
CHINAWOK,,,CHINAWOK_SABOR_AL_WOK_MANDARIN,,,,,19.9,,https://www.chinawok.com.pe/sabor-al-wok-mandarin,19.9,CHINAWOK_SABOR_AL_WOK_MANDARIN,6309,CW2146469533,Sabor al Wok Mandarin,Arroz Chaufa de Pollo acompañado de pollo con sabor Mandarin (dulce picante).,,sabor-al-wok,2026-05-01,,web_chinawok
CHINAWOK,,,CHINAWOK_SABOR_AL_WOK_HONEY,,,,,19.9,,https://www.chinawok.com.pe/sabor-al-wok-honey,19.9,CHINAWOK_SABOR_AL_WOK_HONEY,6306,CW2146469532,Sabor al Wok Honey,Arroz Chaufa de Pollo acompañado de Pollo con sabor Honey (dulce),,sabor-al-wok,2026-05-01,,web_chinawok
CHINAWOK,,,CHINAWOK_SABOR_AL_WOK_CHI_JAU_KAY,,,,,19.9,,https://www.chinawok.com.pe/sabor-al-wok-chi-jau-kay,19.9,CHINAWOK_SABOR_AL_WOK_CHI_JAU_KAY,6303,CW2146469531,Sabor al Wok Chi Jau Kay,Arroz Chaufa de Pollo acompañado de pollo con sabor Chi Jau Kay (salado).,,sabor-al-wok,2026-05-01,,web_chinawok
CHINAWOK,,,CHINAWOK_LOMO_A_LO_POBRE,,,,,22.9,,https://www.chinawok.com.pe/lomo-a-lo-pobre,22.9,CHINAWOK_LOMO_A_LO_POBRE,6321,CW2146469537,Lomo A lo Pobre,1 Lomo A lo Pobre (Lomo + Arroz Chaufa de Pollo + Huevo + Platano),1 L,a-lo-pobre,2026-05-01,,web_chinawok
CHINAWOK,,,CHINAWOK_CHIJAUKAY_A_LO_POBRE,,,,,22.9,,https://www.chinawok.com.pe/chijaukay-a-lo-pobre,22.9,CHINAWOK_CHIJAUKAY_A_LO_POBRE,6318,CW2146469536,Chijaukay A lo Pobre,1 Chijaukay A lo Pobre (Chijaukay + Arroz Chaufa de Pollo + Plátano + Huevo),,a-lo-pobre,2026-05-01,,web_chinawok
CHINAWOK,,,CHINAWOK_MOSTRAZO_FILETE_CRUJIENTE,,,,,24.9,,https://www.chinawok.com.pe/mostrazo-filete-crujiente,24.9,CHINAWOK_MOSTRAZO_FILETE_CRUJIENTE,6327,CW2146469539,Mostrazo Filete Crujiente,Arroz Chaufa de Pollo acompañado de un filete crujiente y papas fritas.,,mostrazo-chinawok,2026-05-01,,web_chinawok
CHINAWOK,,,CHINAWOK_MOSTRAZO_ALITAS,,,,,24.9,,https://www.chinawok.com.pe/mostrazo-alitas,24.9,CHINAWOK_MOSTRAZO_ALITAS,6330,CW2146469540,Mostrazo Alitas,Arroz Chaufa de Pollo acompañado de alitas y papas fritas,,mostrazo-chinawok,2026-05-01,,web_chinawok
CHINAWOK,,,CHINAWOK_ARROZ_CHAUFA_DE_POLLO_FAMILIAR,,,,,27.9,,https://www.chinawok.com.pe/arroz-chaufa-de-pollo-familiar,27.9,CHINAWOK_ARROZ_CHAUFA_DE_POLLO_FAMILIAR,6426,CW2146469744,Arroz Chaufa de Pollo Familiar,Arroz Chaufa de Pollo para compartir.,,familiar,2026-05-01,,web_chinawok
CHINAWOK,,,CHINAWOK_TALLARIN_SALTADO_GRANDE,,,,,34.9,,https://www.chinawok.com.pe/tallarin-saltado-grande,34.9,CHINAWOK_TALLARIN_SALTADO_GRANDE,6354,CW2146464506,Tallarin Saltado Grande,Tallarin con Verduras Criollas y Pollo con sabor oriental,,familiar,2026-05-01,,web_chinawok
CHINAWOK,,,CHINAWOK_TALLARIN_TAYPA_GRANDE,,,,,32.9,,https://www.chinawok.com.pe/tallarin-taypa-grande,32.9,CHINAWOK_TALLARIN_TAYPA_GRANDE,6348,CW2146464492,Tallarin Taypa Grande,Tallarín con verduras en salsa criolla al wok,,familiar,2026-05-01,,web_chinawok
CHINAWOK,,,CHINAWOK_MANDARIN_CHICKEN,,,,,30.9,,https://www.chinawok.com.pe/mandarin-chicken,30.9,CHINAWOK_MANDARIN_CHICKEN,6345,CW2146464483,Mandarín Chicken,Trozos de pollo marinados y empanizados en una salsa fusión de especies orientales y nuestro criollísimo ají limo. Una mezcla agridulce ligeramente picante. Decorado con pimiento en trozos y cebolla china.,,familiar,2026-05-01,,web_chinawok
CHINAWOK,,,CHINAWOK_POLLO_TIPAKAY,,,,,30.9,,https://www.chinawok.com.pe/pollo-tipakay,30.9,CHINAWOK_POLLO_TIPAKAY,6342,CW2146464480,Pollo Tipakay,Pollo Tipakay,,familiar,2026-05-01,,web_chinawok
CHINAWOK,,,CHINAWOK_POLLO_TAYPA,,,,,30.9,,https://www.chinawok.com.pe/pollo-taypa,30.9,CHINAWOK_POLLO_TAYPA,6339,CW2146464473,Pollo Taypá,Trozos de pollo acompañado de verduras en una exquisita salsa criolla.,,familiar,2026-05-01,,web_chinawok
